"GenBank.Accn","X.Replicon.Name","Start","Stop","Strand","GeneID","Locus.tag","Protein.product","Length","Protein.name","X..Sequence.Name","Sequence.Role","Assigned.Molecule","Assigned.Molecule.Location.Type","Relationship","RefSeq.Accn","Assembly.Unit","Sequence.Length","UCSC.style.name","SeqName","SeqName2a"
"GG663371.1","Un",942286,944770,"-","-","HCBG_06537","EEH05418.1",694,"conserved hypothetical protein","supercont2.9","unplaced-scaffold","na","na","<>","na","Primary Assembly",1250234,"na","supercont2.9","Supercontig_2.9"
"GG663371.1","Un",946039,947229,"-","-","HCBG_06538","EEH05419.1",396,"conserved hypothetical protein","supercont2.9","unplaced-scaffold","na","na","<>","na","Primary Assembly",1250234,"na","supercont2.9","Supercontig_2.9"
"GG663371.1","Un",947707,948126,"-","-","HCBG_06539","EEH05420.1",139,"predicted protein","supercont2.9","unplaced-scaffold","na","na","<>","na","Primary Assembly",1250234,"na","supercont2.9","Supercontig_2.9"
"GG663371.1","Un",951533,952827,"-","-","HCBG_06540","EEH05421.1",398,"isopenicillin N-CoA epimerase","supercont2.9","unplaced-scaffold","na","na","<>","na","Primary Assembly",1250234,"na","supercont2.9","Supercontig_2.9"
"GG663371.1","Un",954532,957207,"-","-","HCBG_06541","EEH05422.1",835,"conserved hypothetical protein","supercont2.9","unplaced-scaffold","na","na","<>","na","Primary Assembly",1250234,"na","supercont2.9","Supercontig_2.9"
"GG663371.1","Un",957737,958656,"+","-","HCBG_06542","EEH05423.1",281,"oxidoreductase","supercont2.9","unplaced-scaffold","na","na","<>","na","Primary Assembly",1250234,"na","supercont2.9","Supercontig_2.9"
"GG663371.1","Un",959033,959709,"+","-","HCBG_06543","EEH05424.1",125,"predicted protein","supercont2.9","unplaced-scaffold","na","na","<>","na","Primary Assembly",1250234,"na","supercont2.9","Supercontig_2.9"
"GG663371.1","Un",960072,963738,"+","-","HCBG_06544","EEH05425.1",958,"alkaline phosphatase","supercont2.9","unplaced-scaffold","na","na","<>","na","Primary Assembly",1250234,"na","supercont2.9","Supercontig_2.9"
"GG663371.1","Un",964265,965926,"-","-","HCBG_06545","EEH05426.1",527,"signal recognition particle protein SRP54","supercont2.9","unplaced-scaffold","na","na","<>","na","Primary Assembly",1250234,"na","supercont2.9","Supercontig_2.9"
"GG663371.1","Un",966279,967187,"+","-","HCBG_06546","EEH05427.1",302,"DUF1665 domain-containing protein","supercont2.9","unplaced-scaffold","na","na","<>","na","Primary Assembly",1250234,"na","supercont2.9","Supercontig_2.9"
"GG663371.1","Un",967589,968427,"-","-","HCBG_06547","EEH05428.1",214,"2Fe-2S iron-sulfur cluster binding domain-containing protein","supercont2.9","unplaced-scaffold","na","na","<>","na","Primary Assembly",1250234,"na","supercont2.9","Supercontig_2.9"
"GG663371.1","Un",968793,970529,"+","-","HCBG_06548","EEH05429.1",553,"conserved hypothetical protein","supercont2.9","unplaced-scaffold","na","na","<>","na","Primary Assembly",1250234,"na","supercont2.9","Supercontig_2.9"
"GG663371.1","Un",971822,973237,"-","-","HCBG_06549","EEH05430.1",471,"bZIP transcription factor HapX","supercont2.9","unplaced-scaffold","na","na","<>","na","Primary Assembly",1250234,"na","supercont2.9","Supercontig_2.9"
"GG663371.1","Un",973473,974070,"+","-","HCBG_06550","EEH05431.1",165,"predicted protein","supercont2.9","unplaced-scaffold","na","na","<>","na","Primary Assembly",1250234,"na","supercont2.9","Supercontig_2.9"
"GG663371.1","Un",974167,974664,"+","-","HCBG_06551","EEH05432.1",165,"conserved hypothetical protein","supercont2.9","unplaced-scaffold","na","na","<>","na","Primary Assembly",1250234,"na","supercont2.9","Supercontig_2.9"
"GG663371.1","Un",975093,976861,"-","-","HCBG_06552","EEH05433.1",451,"alcohol dehydrogenase","supercont2.9","unplaced-scaffold","na","na","<>","na","Primary Assembly",1250234,"na","supercont2.9","Supercontig_2.9"
"GG663371.1","Un",977478,978368,"-","-","HCBG_06553","EEH05434.1",220,"conserved hypothetical protein","supercont2.9","unplaced-scaffold","na","na","<>","na","Primary Assembly",1250234,"na","supercont2.9","Supercontig_2.9"
"GG663371.1","Un",978723,979845,"+","-","HCBG_06554","EEH05435.1",346,"conserved hypothetical protein","supercont2.9","unplaced-scaffold","na","na","<>","na","Primary Assembly",1250234,"na","supercont2.9","Supercontig_2.9"
"GG663371.1","Un",980200,982125,"-","-","HCBG_06555","EEH05436.1",568,"conserved hypothetical protein","supercont2.9","unplaced-scaffold","na","na","<>","na","Primary Assembly",1250234,"na","supercont2.9","Supercontig_2.9"
"GG663371.1","Un",982792,983679,"+","-","HCBG_06556","EEH05437.1",274,"conserved hypothetical protein","supercont2.9","unplaced-scaffold","na","na","<>","na","Primary Assembly",1250234,"na","supercont2.9","Supercontig_2.9"
"GG663371.1","Un",984181,987308,"+","-","HCBG_06557","EEH05438.1",894,"conserved hypothetical protein","supercont2.9","unplaced-scaffold","na","na","<>","na","Primary Assembly",1250234,"na","supercont2.9","Supercontig_2.9"
"GG663371.1","Un",987984,989410,"+","-","HCBG_06558","EEH05439.1",327,"conserved hypothetical protein","supercont2.9","unplaced-scaffold","na","na","<>","na","Primary Assembly",1250234,"na","supercont2.9","Supercontig_2.9"
"GG663371.1","Un",990169,990930,"-","-","HCBG_06559","EEH05440.1",216,"cupin domain-containing protein","supercont2.9","unplaced-scaffold","na","na","<>","na","Primary Assembly",1250234,"na","supercont2.9","Supercontig_2.9"
"GG663371.1","Un",993388,994372,"-","-","HCBG_06560","EEH05441.1",308,"conserved hypothetical protein","supercont2.9","unplaced-scaffold","na","na","<>","na","Primary Assembly",1250234,"na","supercont2.9","Supercontig_2.9"
"GG663371.1","Un",995037,996298,"+","-","HCBG_06561","EEH05442.1",386,"conserved hypothetical protein","supercont2.9","unplaced-scaffold","na","na","<>","na","Primary Assembly",1250234,"na","supercont2.9","Supercontig_2.9"
"GG663371.1","Un",996863,998545,"+","-","HCBG_06562","EEH05443.1",560,"DUF1714 domain-containing protein","supercont2.9","unplaced-scaffold","na","na","<>","na","Primary Assembly",1250234,"na","supercont2.9","Supercontig_2.9"
"GG663371.1","Un",999143,1000812,"-","-","HCBG_06563","EEH05444.1",389,"conserved hypothetical protein","supercont2.9","unplaced-scaffold","na","na","<>","na","Primary Assembly",1250234,"na","supercont2.9","Supercontig_2.9"
"GG663371.1","Un",1000988,1001835,"+","-","HCBG_06564","EEH05445.1",156,"predicted protein","supercont2.9","unplaced-scaffold","na","na","<>","na","Primary Assembly",1250234,"na","supercont2.9","Supercontig_2.9"
"GG663371.1","Un",1002472,1004556,"+","-","HCBG_06565","EEH05446.1",608,"conserved hypothetical protein","supercont2.9","unplaced-scaffold","na","na","<>","na","Primary Assembly",1250234,"na","supercont2.9","Supercontig_2.9"
"GG663371.1","Un",1006829,1007589,"-","-","HCBG_06566","EEH05447.1",157,"conserved hypothetical protein","supercont2.9","unplaced-scaffold","na","na","<>","na","Primary Assembly",1250234,"na","supercont2.9","Supercontig_2.9"
"GG663371.1","Un",1010530,1012436,"+","-","HCBG_06567","EEH05448.1",605,"ceramide glucosyltransferase","supercont2.9","unplaced-scaffold","na","na","<>","na","Primary Assembly",1250234,"na","supercont2.9","Supercontig_2.9"
"GG663371.1","Un",1012937,1013800,"-","-","HCBG_06568","EEH05449.1",255,"conserved hypothetical protein","supercont2.9","unplaced-scaffold","na","na","<>","na","Primary Assembly",1250234,"na","supercont2.9","Supercontig_2.9"
"GG663371.1","Un",1015140,1016027,"-","-","HCBG_06569","EEH05450.1",295,"WW domain-containing protein","supercont2.9","unplaced-scaffold","na","na","<>","na","Primary Assembly",1250234,"na","supercont2.9","Supercontig_2.9"
"GG663371.1","Un",1017198,1017590,"-","-","HCBG_06570","EEH05451.1",130,"predicted protein","supercont2.9","unplaced-scaffold","na","na","<>","na","Primary Assembly",1250234,"na","supercont2.9","Supercontig_2.9"
"GG663371.1","Un",1019004,1020212,"-","-","HCBG_06571","EEH05452.1",220,"predicted protein","supercont2.9","unplaced-scaffold","na","na","<>","na","Primary Assembly",1250234,"na","supercont2.9","Supercontig_2.9"
"GG663371.1","Un",1022388,1022913,"+","-","HCBG_06572","EEH05453.1",137,"hydrophobin 2","supercont2.9","unplaced-scaffold","na","na","<>","na","Primary Assembly",1250234,"na","supercont2.9","Supercontig_2.9"
"GG663371.1","Un",1024835,1026157,"-","-","HCBG_06573","EEH05454.1",330,"2-nitropropane dioxygenase","supercont2.9","unplaced-scaffold","na","na","<>","na","Primary Assembly",1250234,"na","supercont2.9","Supercontig_2.9"
"GG663371.1","Un",1027363,1028188,"+","-","HCBG_06574","EEH05455.1",187,"succinate dehydrogenase cytochrome b560 subunit","supercont2.9","unplaced-scaffold","na","na","<>","na","Primary Assembly",1250234,"na","supercont2.9","Supercontig_2.9"
"GG663371.1","Un",1028922,1030041,"+","-","HCBG_06575","EEH05456.1",189,"predicted protein","supercont2.9","unplaced-scaffold","na","na","<>","na","Primary Assembly",1250234,"na","supercont2.9","Supercontig_2.9"
"GG663371.1","Un",1031235,1032177,"+","-","HCBG_06576","EEH05457.1",268,"RNase III domain-containing protein","supercont2.9","unplaced-scaffold","na","na","<>","na","Primary Assembly",1250234,"na","supercont2.9","Supercontig_2.9"
"GG663371.1","Un",1032898,1035103,"+","-","HCBG_06577","EEH05458.1",455,"AP-1 complex subunit mu-1","supercont2.9","unplaced-scaffold","na","na","<>","na","Primary Assembly",1250234,"na","supercont2.9","Supercontig_2.9"
"GG663371.1","Un",1035974,1036774,"-","-","HCBG_06578","EEH05459.1",250,"conserved hypothetical protein","supercont2.9","unplaced-scaffold","na","na","<>","na","Primary Assembly",1250234,"na","supercont2.9","Supercontig_2.9"
"GG663371.1","Un",1039572,1040360,"-","-","HCBG_06579","EEH05460.1",262,"conserved hypothetical protein","supercont2.9","unplaced-scaffold","na","na","<>","na","Primary Assembly",1250234,"na","supercont2.9","Supercontig_2.9"
"GG663371.1","Un",1042201,1042734,"-","-","HCBG_06580","EEH05461.1",177,"hypothetical protein HCBG_06580","supercont2.9","unplaced-scaffold","na","na","<>","na","Primary Assembly",1250234,"na","supercont2.9","Supercontig_2.9"
"GG663371.1","Un",1043273,1043769,"+","-","HCBG_06581","EEH05462.1",120,"predicted protein","supercont2.9","unplaced-scaffold","na","na","<>","na","Primary Assembly",1250234,"na","supercont2.9","Supercontig_2.9"
"GG663371.1","Un",1045228,1046769,"+","-","HCBG_06582","EEH05463.1",513,"aspartyl aminopeptidase","supercont2.9","unplaced-scaffold","na","na","<>","na","Primary Assembly",1250234,"na","supercont2.9","Supercontig_2.9"
"GG663371.1","Un",1047342,1048684,"+","-","HCBG_06583","EEH05464.1",430,"RNA-binding protein NOB1","supercont2.9","unplaced-scaffold","na","na","<>","na","Primary Assembly",1250234,"na","supercont2.9","Supercontig_2.9"
"GG663371.1","Un",1049115,1049450,"-","-","HCBG_06584","EEH05465.1",63,"Nop10 family nucleolar RNA-binding protein","supercont2.9","unplaced-scaffold","na","na","<>","na","Primary Assembly",1250234,"na","supercont2.9","Supercontig_2.9"
"GG663371.1","Un",1050245,1056989,"+","-","HCBG_06585","EEH05466.1",2025,"BRCT domain-containing protein","supercont2.9","unplaced-scaffold","na","na","<>","na","Primary Assembly",1250234,"na","supercont2.9","Supercontig_2.9"
"GG663371.1","Un",1057990,1058823,"-","-","HCBG_06586","EEH05467.1",277,"60S ribosomal protein L2","supercont2.9","unplaced-scaffold","na","na","<>","na","Primary Assembly",1250234,"na","supercont2.9","Supercontig_2.9"
"GG663371.1","Un",1059088,1059540,"+","-","HCBG_06587","EEH05468.1",123,"conserved hypothetical protein","supercont2.9","unplaced-scaffold","na","na","<>","na","Primary Assembly",1250234,"na","supercont2.9","Supercontig_2.9"
"GG663371.1","Un",1061277,1063046,"+","-","HCBG_06588","EEH05469.1",546,"conserved hypothetical protein","supercont2.9","unplaced-scaffold","na","na","<>","na","Primary Assembly",1250234,"na","supercont2.9","Supercontig_2.9"
"GG663371.1","Un",1063685,1064362,"+","-","HCBG_06589","EEH05470.1",167,"ubiquitin-conjugating enzyme","supercont2.9","unplaced-scaffold","na","na","<>","na","Primary Assembly",1250234,"na","supercont2.9","Supercontig_2.9"
"GG663371.1","Un",1064757,1066330,"-","-","HCBG_06590","EEH05471.1",377,"meiotic recombination protein spo11","supercont2.9","unplaced-scaffold","na","na","<>","na","Primary Assembly",1250234,"na","supercont2.9","Supercontig_2.9"
"GG663371.1","Un",1067077,1069452,"+","-","HCBG_06591","EEH05472.1",728,"oxidosqualene:lanosterol cyclase","supercont2.9","unplaced-scaffold","na","na","<>","na","Primary Assembly",1250234,"na","supercont2.9","Supercontig_2.9"
"GG663371.1","Un",1069889,1071432,"+","-","HCBG_06592","EEH05473.1",490,"conserved hypothetical protein","supercont2.9","unplaced-scaffold","na","na","<>","na","Primary Assembly",1250234,"na","supercont2.9","Supercontig_2.9"
"GG663371.1","Un",1072347,1073612,"-","-","HCBG_06593","EEH05474.1",239,"conserved hypothetical protein","supercont2.9","unplaced-scaffold","na","na","<>","na","Primary Assembly",1250234,"na","supercont2.9","Supercontig_2.9"
"GG663371.1","Un",1073960,1074988,"-","-","HCBG_06594","EEH05475.1",342,"conserved hypothetical protein","supercont2.9","unplaced-scaffold","na","na","<>","na","Primary Assembly",1250234,"na","supercont2.9","Supercontig_2.9"
"GG663371.1","Un",1075760,1078267,"-","-","HCBG_06595","EEH05476.1",806,"cysteinyl-tRNA synthetase","supercont2.9","unplaced-scaffold","na","na","<>","na","Primary Assembly",1250234,"na","supercont2.9","Supercontig_2.9"
"GG663371.1","Un",1078722,1080302,"+","-","HCBG_06596","EEH05477.1",526,"conserved hypothetical protein","supercont2.9","unplaced-scaffold","na","na","<>","na","Primary Assembly",1250234,"na","supercont2.9","Supercontig_2.9"
"GG663371.1","Un",1080984,1083780,"-","-","HCBG_06597","EEH05478.1",890,"UBA/TS-N domain-containing protein","supercont2.9","unplaced-scaffold","na","na","<>","na","Primary Assembly",1250234,"na","supercont2.9","Supercontig_2.9"
"GG663371.1","Un",1085387,1086800,"-","-","HCBG_06598","EEH05479.1",214,"predicted protein","supercont2.9","unplaced-scaffold","na","na","<>","na","Primary Assembly",1250234,"na","supercont2.9","Supercontig_2.9"
"GG663371.1","Un",1087149,1089890,"+","-","HCBG_06599","EEH05480.1",639,"DUF1688 domain-containing protein","supercont2.9","unplaced-scaffold","na","na","<>","na","Primary Assembly",1250234,"na","supercont2.9","Supercontig_2.9"
"GG663371.1","Un",1090759,1091906,"+","-","HCBG_06600","EEH05481.1",346,"rraga protein","supercont2.9","unplaced-scaffold","na","na","<>","na","Primary Assembly",1250234,"na","supercont2.9","Supercontig_2.9"
"GG663371.1","Un",1092443,1093951,"+","-","HCBG_06601","EEH05482.1",242,"predicted protein","supercont2.9","unplaced-scaffold","na","na","<>","na","Primary Assembly",1250234,"na","supercont2.9","Supercontig_2.9"
"GG663371.1","Un",1094163,1094646,"-","-","HCBG_06602","EEH05483.1",128,"predicted protein","supercont2.9","unplaced-scaffold","na","na","<>","na","Primary Assembly",1250234,"na","supercont2.9","Supercontig_2.9"
"GG663371.1","Un",1097273,1099305,"+","-","HCBG_06603","EEH05484.1",532,"dicarboxylic amino acid permease","supercont2.9","unplaced-scaffold","na","na","<>","na","Primary Assembly",1250234,"na","supercont2.9","Supercontig_2.9"
"GG663371.1","Un",1100607,1104773,"+","-","HCBG_06604","EEH05485.1",1388,"RNA-dependent RNA polymerase","supercont2.9","unplaced-scaffold","na","na","<>","na","Primary Assembly",1250234,"na","supercont2.9","Supercontig_2.9"
"GG663371.1","Un",1105898,1106807,"-","-","HCBG_06605","EEH05486.1",254,"conserved hypothetical protein","supercont2.9","unplaced-scaffold","na","na","<>","na","Primary Assembly",1250234,"na","supercont2.9","Supercontig_2.9"
"GG663371.1","Un",1107804,1108865,"+","-","HCBG_06606","EEH05487.1",353,"BNR/Asp-box repeat domain-containing protein","supercont2.9","unplaced-scaffold","na","na","<>","na","Primary Assembly",1250234,"na","supercont2.9","Supercontig_2.9"
"GG663371.1","Un",1110420,1112007,"+","-","HCBG_06607","EEH05488.1",503,"clock-controlled protein 8","supercont2.9","unplaced-scaffold","na","na","<>","na","Primary Assembly",1250234,"na","supercont2.9","Supercontig_2.9"
"GG663371.1","Un",1113436,1116404,"+","-","HCBG_06608","EEH05489.1",481,"predicted protein","supercont2.9","unplaced-scaffold","na","na","<>","na","Primary Assembly",1250234,"na","supercont2.9","Supercontig_2.9"
"GG663371.1","Un",1116876,1118005,"-","-","HCBG_06609","EEH05490.1",293,"L-xylulose reductase","supercont2.9","unplaced-scaffold","na","na","<>","na","Primary Assembly",1250234,"na","supercont2.9","Supercontig_2.9"
"GG663371.1","Un",1119969,1122497,"+","-","HCBG_06610","EEH05491.1",755,"predicted protein","supercont2.9","unplaced-scaffold","na","na","<>","na","Primary Assembly",1250234,"na","supercont2.9","Supercontig_2.9"
"GG663371.1","Un",1123261,1124396,"-","-","HCBG_06611","EEH05492.1",359,"conserved hypothetical protein","supercont2.9","unplaced-scaffold","na","na","<>","na","Primary Assembly",1250234,"na","supercont2.9","Supercontig_2.9"
"GG663371.1","Un",1124771,1125722,"-","-","HCBG_06612","EEH05493.1",276,"conserved hypothetical protein","supercont2.9","unplaced-scaffold","na","na","<>","na","Primary Assembly",1250234,"na","supercont2.9","Supercontig_2.9"
"GG663371.1","Un",1127415,1129162,"-","-","HCBG_06613","EEH05494.1",463,"conserved hypothetical protein","supercont2.9","unplaced-scaffold","na","na","<>","na","Primary Assembly",1250234,"na","supercont2.9","Supercontig_2.9"
"GG663371.1","Un",1130275,1134581,"+","-","HCBG_06614","EEH05495.1",1138,"fatty acid oxygenase","supercont2.9","unplaced-scaffold","na","na","<>","na","Primary Assembly",1250234,"na","supercont2.9","Supercontig_2.9"
"GG663371.1","Un",1134941,1135533,"-","-","HCBG_06615","EEH05496.1",175,"conserved hypothetical protein","supercont2.9","unplaced-scaffold","na","na","<>","na","Primary Assembly",1250234,"na","supercont2.9","Supercontig_2.9"
"GG663371.1","Un",1136395,1138307,"+","-","HCBG_06616","EEH05497.1",551,"serine/threonine phosphatase 2B catalytic subunit","supercont2.9","unplaced-scaffold","na","na","<>","na","Primary Assembly",1250234,"na","supercont2.9","Supercontig_2.9"
"GG663371.1","Un",1139304,1141418,"+","-","HCBG_06617","EEH05498.1",641,"conserved hypothetical protein","supercont2.9","unplaced-scaffold","na","na","<>","na","Primary Assembly",1250234,"na","supercont2.9","Supercontig_2.9"
