"RefSeq.Accn","X.Replicon.Name","Start","Stop","Strand","GeneID","Locus","Locus.tag","Protein.product","Length","Protein.name","X..Sequence.Name","Sequence.Role","Assigned.Molecule","Assigned.Molecule.Location.Type","GenBank.Accn","Relationship","Assembly.Unit","Sequence.Length","UCSC.style.name","SeqName","SeqName2a"
"NC_026754.1","10",582143,583782,"+",23890803,"-","CNAG_07998","XP_012052327.1",518,"hypothetical protein CNAG_07998","10","assembled-molecule","10","Chromosome","CP003829.1","=","Primary Assembly",1059964,"na","10","Supercontig_3.10"
"NC_026754.1","10",588593,590503,"+",23888105,"-","CNAG_04721","XP_012051986.1",539,"hypothetical protein CNAG_04721","10","assembled-molecule","10","Chromosome","CP003829.1","=","Primary Assembly",1059964,"na","10","Supercontig_3.10"
"NC_026754.1","10",591034,595059,"+",23888104,"-","CNAG_04720","XP_012051987.1",1053,"GTPase activating protein","10","assembled-molecule","10","Chromosome","CP003829.1","=","Primary Assembly",1059964,"na","10","Supercontig_3.10"
"NC_026754.1","10",595366,597515,"-",23888103,"-","CNAG_04719","XP_012052163.1",610,"solute carrier family 41","10","assembled-molecule","10","Chromosome","CP003829.1","=","Primary Assembly",1059964,"na","10","Supercontig_3.10"
"NC_026754.1","10",598625,599545,"-",23888102,"-","CNAG_04718","XP_012051988.1",245,"hypothetical protein CNAG_04718","10","assembled-molecule","10","Chromosome","CP003829.1","=","Primary Assembly",1059964,"na","10","Supercontig_3.10"
"NC_026754.1","10",601030,602980,"-",23888101,"-","CNAG_04717","XP_012051989.1",582,"hypothetical protein CNAG_04717","10","assembled-molecule","10","Chromosome","CP003829.1","=","Primary Assembly",1059964,"na","10","Supercontig_3.10"
"NC_026754.1","10",603483,604968,"+",23888100,"-","CNAG_04716","XP_012052162.1",397,"KH domain-containing protein","10","assembled-molecule","10","Chromosome","CP003829.1","=","Primary Assembly",1059964,"na","10","Supercontig_3.10"
"NC_026754.1","10",605700,607371,"+",23888099,"-","CNAG_04715","XP_012052161.1",480,"oligosaccharyltransferase complex subunit alpha (ribophorin I)","10","assembled-molecule","10","Chromosome","CP003829.1","=","Primary Assembly",1059964,"na","10","Supercontig_3.10"
"NC_026754.1","10",608545,610620,"+",23888098,"-","CNAG_04714","XP_012051990.1",511,"MFS multidrug transporter protein","10","assembled-molecule","10","Chromosome","CP003829.1","=","Primary Assembly",1059964,"na","10","Supercontig_3.10"
"NC_026754.1","10",610729,612127,"-",23888097,"-","CNAG_04713","XP_012052160.1",334,"citrate lyase subunit beta-like protein","10","assembled-molecule","10","Chromosome","CP003829.1","=","Primary Assembly",1059964,"na","10","Supercontig_3.10"
"NC_026754.1","10",612468,614011,"+",23888096,"-","CNAG_04712","XP_012051991.1",297,"solute carrier family 25 (mitochondrial dicarboxylate transporter), member 10","10","assembled-molecule","10","Chromosome","CP003829.1","=","Primary Assembly",1059964,"na","10","Supercontig_3.10"
"NC_026754.1","10",614660,616410,"-",23888095,"-","CNAG_04711","XP_012052159.1",562,"hypothetical protein CNAG_04711","10","assembled-molecule","10","Chromosome","CP003829.1","=","Primary Assembly",1059964,"na","10","Supercontig_3.10"
"NC_026754.1","10",616795,618780,"+",23888094,"-","CNAG_04710","XP_012051992.1",436,"hypothetical protein CNAG_04710","10","assembled-molecule","10","Chromosome","CP003829.1","=","Primary Assembly",1059964,"na","10","Supercontig_3.10"
"NC_026754.1","10",619979,621105,"-",23888093,"-","CNAG_04709","XP_012052158.1",356,"hypothetical protein CNAG_04709","10","assembled-molecule","10","Chromosome","CP003829.1","=","Primary Assembly",1059964,"na","10","Supercontig_3.10"
"NC_026754.1","10",621360,623778,"+",23888092,"-","CNAG_04708","XP_012052157.1",689,"hypothetical protein CNAG_04708","10","assembled-molecule","10","Chromosome","CP003829.1","=","Primary Assembly",1059964,"na","10","Supercontig_3.10"
"NC_026754.1","10",624049,625266,"-",23888091,"-","CNAG_04707","XP_012051993.1",301,"hypothetical protein CNAG_04707","10","assembled-molecule","10","Chromosome","CP003829.1","=","Primary Assembly",1059964,"na","10","Supercontig_3.10"
"NC_026754.1","10",626069,641700,"+",23890668,"-","CNAG_07855","XP_012051994.1",4971,"midasin","10","assembled-molecule","10","Chromosome","CP003829.1","=","Primary Assembly",1059964,"na","10","Supercontig_3.10"
"NC_026754.1","10",642670,645481,"+",23888090,"-","CNAG_04705","XP_012051995.1",851,"hypothetical protein CNAG_04705","10","assembled-molecule","10","Chromosome","CP003829.1","=","Primary Assembly",1059964,"na","10","Supercontig_3.10"
"NC_026754.1","10",642670,645360,"+",23888090,"-","CNAG_04705","XP_012052156.1",829,"hypothetical protein, variant","10","assembled-molecule","10","Chromosome","CP003829.1","=","Primary Assembly",1059964,"na","10","Supercontig_3.10"
"NC_026754.1","10",647363,649587,"+",23888089,"-","CNAG_04704","XP_012051996.1",542,"MFS transporter, SHS family, lactate transporter","10","assembled-molecule","10","Chromosome","CP003829.1","=","Primary Assembly",1059964,"na","10","Supercontig_3.10"
"NC_026754.1","10",650327,653039,"-",23888088,"-","CNAG_04703","XP_012051997.1",854,"DNA clamp loader","10","assembled-molecule","10","Chromosome","CP003829.1","=","Primary Assembly",1059964,"na","10","Supercontig_3.10"
"NC_026754.1","10",653344,659424,"-",23888087,"-","CNAG_04702","XP_012052155.1",1736,"hypothetical protein CNAG_04702","10","assembled-molecule","10","Chromosome","CP003829.1","=","Primary Assembly",1059964,"na","10","Supercontig_3.10"
"NC_026754.1","10",659651,659999,"+",23888086,"-","CNAG_04701","XP_012052154.1",98,"hypothetical protein CNAG_04701","10","assembled-molecule","10","Chromosome","CP003829.1","=","Primary Assembly",1059964,"na","10","Supercontig_3.10"
"NC_026754.1","10",660049,662457,"-",23888085,"-","CNAG_04700","XP_012052153.1",760,"hypothetical protein CNAG_04700","10","assembled-molecule","10","Chromosome","CP003829.1","=","Primary Assembly",1059964,"na","10","Supercontig_3.10"
"NC_026754.1","10",662694,664758,"+",23888084,"-","CNAG_04699","XP_012051998.1",569,"microfibrillar-associated protein 1","10","assembled-molecule","10","Chromosome","CP003829.1","=","Primary Assembly",1059964,"na","10","Supercontig_3.10"
"NC_026754.1","10",664839,665541,"-",23888083,"-","CNAG_04698","XP_012052152.1",152,"cytoplasmic protein","10","assembled-molecule","10","Chromosome","CP003829.1","=","Primary Assembly",1059964,"na","10","Supercontig_3.10"
"NC_026754.1","10",665841,669654,"+",23888082,"-","CNAG_04697","XP_012051999.1",1185,"zinc finger protein","10","assembled-molecule","10","Chromosome","CP003829.1","=","Primary Assembly",1059964,"na","10","Supercontig_3.10"
"NC_026754.1","10",670947,673391,"-",23888081,"-","CNAG_04696","XP_012052000.1",779,"DNA clamp loader","10","assembled-molecule","10","Chromosome","CP003829.1","=","Primary Assembly",1059964,"na","10","Supercontig_3.10"
"NC_026754.1","10",675999,676306,"-",23888080,"-","CNAG_04695","XP_012052001.1",84,"hypothetical protein CNAG_04695","10","assembled-molecule","10","Chromosome","CP003829.1","=","Primary Assembly",1059964,"na","10","Supercontig_3.10"
"NC_026754.1","10",677619,679538,"-",23888079,"-","CNAG_04694","XP_012052151.1",583,"periodic tryptophan protein 1","10","assembled-molecule","10","Chromosome","CP003829.1","=","Primary Assembly",1059964,"na","10","Supercontig_3.10"
"NC_026754.1","10",679939,682745,"+",23888078,"-","CNAG_04693","XP_012052002.1",796,"hypothetical protein CNAG_04693","10","assembled-molecule","10","Chromosome","CP003829.1","=","Primary Assembly",1059964,"na","10","Supercontig_3.10"
"NC_026754.1","10",682887,683994,"-",23888077,"-","CNAG_04692","XP_012052150.1",317,"thymidylate synthase","10","assembled-molecule","10","Chromosome","CP003829.1","=","Primary Assembly",1059964,"na","10","Supercontig_3.10"
"NC_026754.1","10",687001,688455,"+",23888076,"-","CNAG_04691","XP_012052149.1",484,"hypothetical protein CNAG_04691","10","assembled-molecule","10","Chromosome","CP003829.1","=","Primary Assembly",1059964,"na","10","Supercontig_3.10"
"NC_026754.1","10",688766,689458,"-",23888075,"-","CNAG_04690","XP_012052147.1",170,"acylpyruvate hydrolase, variant","10","assembled-molecule","10","Chromosome","CP003829.1","=","Primary Assembly",1059964,"na","10","Supercontig_3.10"
"NC_026754.1","10",688766,689767,"-",23888075,"-","CNAG_04690","XP_012052148.1",228,"acylpyruvate hydrolase","10","assembled-molecule","10","Chromosome","CP003829.1","=","Primary Assembly",1059964,"na","10","Supercontig_3.10"
"NC_026754.1","10",690191,691190,"+",23888074,"-","CNAG_04689","XP_012052003.1",294,"hypothetical protein CNAG_04689","10","assembled-molecule","10","Chromosome","CP003829.1","=","Primary Assembly",1059964,"na","10","Supercontig_3.10"
"NC_026754.1","10",691369,693387,"-",23888073,"-","CNAG_04688","XP_012052004.1",500,"acyl-CoA dehydrogenase","10","assembled-molecule","10","Chromosome","CP003829.1","=","Primary Assembly",1059964,"na","10","Supercontig_3.10"
"NC_026754.1","10",694379,696319,"+",23888072,"-","CNAG_04687","XP_012052146.1",594,"stearoyl-CoA desaturase (delta-9 desaturase)","10","assembled-molecule","10","Chromosome","CP003829.1","=","Primary Assembly",1059964,"na","10","Supercontig_3.10"
"NC_026754.1","10",697106,698431,"-",23888071,"-","CNAG_04686","XP_012052145.1",416,"hypothetical protein CNAG_04686","10","assembled-molecule","10","Chromosome","CP003829.1","=","Primary Assembly",1059964,"na","10","Supercontig_3.10"
"NC_026754.1","10",698782,700795,"-",23890669,"-","CNAG_07856","XP_012052005.1",568,"hypothetical protein CNAG_07856","10","assembled-molecule","10","Chromosome","CP003829.1","=","Primary Assembly",1059964,"na","10","Supercontig_3.10"
"NC_026754.1","10",702218,704891,"+",23888070,"-","CNAG_04684","XP_012052144.1",763,"protein transporter SEC23","10","assembled-molecule","10","Chromosome","CP003829.1","=","Primary Assembly",1059964,"na","10","Supercontig_3.10"
"NC_026754.1","10",705023,705741,"-",23888069,"-","CNAG_04683","XP_012052143.1",186,"hypothetical protein CNAG_04683","10","assembled-molecule","10","Chromosome","CP003829.1","=","Primary Assembly",1059964,"na","10","Supercontig_3.10"
"NC_026754.1","10",706085,706948,"+",23888068,"-","CNAG_04682","XP_012052142.1",189,"DNA replication complex GINS protein PSF3","10","assembled-molecule","10","Chromosome","CP003829.1","=","Primary Assembly",1059964,"na","10","Supercontig_3.10"
"NC_026754.1","10",708117,709999,"+",23888067,"-","CNAG_04681","XP_012052006.1",610,"hypothetical protein CNAG_04681","10","assembled-molecule","10","Chromosome","CP003829.1","=","Primary Assembly",1059964,"na","10","Supercontig_3.10"
"NC_026754.1","10",708117,709999,"+",23888067,"-","CNAG_04681","XP_012052141.1",610,"hypothetical protein, variant","10","assembled-molecule","10","Chromosome","CP003829.1","=","Primary Assembly",1059964,"na","10","Supercontig_3.10"
"NC_026754.1","10",710137,710957,"-",23888066,"-","CNAG_04680","XP_012052140.1",206,"hypothetical protein CNAG_04680","10","assembled-molecule","10","Chromosome","CP003829.1","=","Primary Assembly",1059964,"na","10","Supercontig_3.10"
"NC_026754.1","10",711246,712290,"+",23888065,"-","CNAG_04679","XP_012052139.1",309,"histone deacetylase complex subunit","10","assembled-molecule","10","Chromosome","CP003829.1","=","Primary Assembly",1059964,"na","10","Supercontig_3.10"
"NC_026754.1","10",712868,715100,"+",23888064,"-","CNAG_04678","XP_012052138.1",575,"AGC/Akt protein kinase","10","assembled-molecule","10","Chromosome","CP003829.1","=","Primary Assembly",1059964,"na","10","Supercontig_3.10"
"NC_026754.1","10",715654,717219,"+",23888063,"-","CNAG_04677","XP_012052137.1",390,"xylitol dehydrogenase","10","assembled-molecule","10","Chromosome","CP003829.1","=","Primary Assembly",1059964,"na","10","Supercontig_3.10"
"NC_026754.1","10",717536,720549,"-",23888062,"-","CNAG_04676","XP_012052136.1",915,"6-phosphofructokinase","10","assembled-molecule","10","Chromosome","CP003829.1","=","Primary Assembly",1059964,"na","10","Supercontig_3.10"
"NC_026754.1","10",721021,721725,"-",23888061,"-","CNAG_04675","XP_012052135.1",234,"hypothetical protein CNAG_04675","10","assembled-molecule","10","Chromosome","CP003829.1","=","Primary Assembly",1059964,"na","10","Supercontig_3.10"
"NC_026754.1","10",722107,724319,"-",23888060,"-","CNAG_04674","XP_012052134.1",659,"transcriptional adapter 3","10","assembled-molecule","10","Chromosome","CP003829.1","=","Primary Assembly",1059964,"na","10","Supercontig_3.10"
"NC_026754.1","10",724893,725884,"+",23888059,"NAD dependent epimerase/dehydratase family protein","CNAG_04673","XP_012052133.1",266,"NAD dependent epimerase/dehydratase","10","assembled-molecule","10","Chromosome","CP003829.1","=","Primary Assembly",1059964,"na","10","Supercontig_3.10"
"NC_026754.1","10",726467,726831,"+",23890804,"-","CNAG_07999","XP_012052328.1",63,"hypothetical protein CNAG_07999","10","assembled-molecule","10","Chromosome","CP003829.1","=","Primary Assembly",1059964,"na","10","Supercontig_3.10"
"NC_026754.1","10",727019,728741,"-",23888058,"-","CNAG_04671","XP_012052007.1",532,"hypothetical protein CNAG_04671","10","assembled-molecule","10","Chromosome","CP003829.1","=","Primary Assembly",1059964,"na","10","Supercontig_3.10"
"NC_026754.1","10",728950,730915,"-",23888057,"-","CNAG_04670","XP_012052132.1",569,"hypothetical protein CNAG_04670","10","assembled-molecule","10","Chromosome","CP003829.1","=","Primary Assembly",1059964,"na","10","Supercontig_3.10"
"NC_026754.1","10",731108,732408,"+",23888056,"-","CNAG_04669","XP_012052131.1",393,"mitochondrial matrix protein import protein","10","assembled-molecule","10","Chromosome","CP003829.1","=","Primary Assembly",1059964,"na","10","Supercontig_3.10"
"NC_026754.1","10",732647,733530,"-",23888055,"-","CNAG_04668","XP_012052130.1",177,"ubiquitin-conjugating enzyme E2 M","10","assembled-molecule","10","Chromosome","CP003829.1","=","Primary Assembly",1059964,"na","10","Supercontig_3.10"
"NC_026754.1","10",733754,734377,"+",23888054,"-","CNAG_04667","XP_012052129.1",135,"hypothetical protein CNAG_04667","10","assembled-molecule","10","Chromosome","CP003829.1","=","Primary Assembly",1059964,"na","10","Supercontig_3.10"
"NC_026754.1","10",734557,736090,"-",23888053,"-","CNAG_04666","XP_012052128.1",407,"26S protease regulatory subunit 8","10","assembled-molecule","10","Chromosome","CP003829.1","=","Primary Assembly",1059964,"na","10","Supercontig_3.10"
"NC_026754.1","10",736405,737177,"+",23888052,"-","CNAG_04665","XP_012052127.1",181,"hypothetical protein CNAG_04665","10","assembled-molecule","10","Chromosome","CP003829.1","=","Primary Assembly",1059964,"na","10","Supercontig_3.10"
"NC_026754.1","10",737426,737955,"-",23888051,"-","CNAG_04664","XP_012052126.1",132,"large subunit ribosomal protein L37","10","assembled-molecule","10","Chromosome","CP003829.1","=","Primary Assembly",1059964,"na","10","Supercontig_3.10"
"NC_026754.1","10",738409,740182,"+",23888050,"-","CNAG_04663","XP_012052125.1",576,"hypothetical protein CNAG_04663","10","assembled-molecule","10","Chromosome","CP003829.1","=","Primary Assembly",1059964,"na","10","Supercontig_3.10"
"NC_026754.1","10",740538,744490,"+",23888049,"-","CNAG_04662","XP_012052008.1",1052,"chromosome transmission fidelity protein 4","10","assembled-molecule","10","Chromosome","CP003829.1","=","Primary Assembly",1059964,"na","10","Supercontig_3.10"
"NC_026754.1","10",744906,753038,"+",23890805,"-","CNAG_08000","XP_012052329.1",2625,"hypothetical protein CNAG_08000","10","assembled-molecule","10","Chromosome","CP003829.1","=","Primary Assembly",1059964,"na","10","Supercontig_3.10"
"NC_026754.1","10",754538,756872,"-",23888048,"-","CNAG_04659","XP_012052124.1",623,"pyruvate decarboxylase","10","assembled-molecule","10","Chromosome","CP003829.1","=","Primary Assembly",1059964,"na","10","Supercontig_3.10"
"NC_026754.1","10",757611,759772,"+",23888047,"-","CNAG_04658","XP_012052123.1",654,"hypothetical protein CNAG_04658","10","assembled-molecule","10","Chromosome","CP003829.1","=","Primary Assembly",1059964,"na","10","Supercontig_3.10"
"NC_026754.1","10",760039,760866,"-",23888046,"-","CNAG_04657","XP_012052009.1",255,"short-chain dehydrogenase","10","assembled-molecule","10","Chromosome","CP003829.1","=","Primary Assembly",1059964,"na","10","Supercontig_3.10"
"NC_026754.1","10",761456,763378,"+",23888045,"-","CNAG_04656","XP_012052010.1",501,"arginine-tRNA-protein transferase","10","assembled-molecule","10","Chromosome","CP003829.1","=","Primary Assembly",1059964,"na","10","Supercontig_3.10"
"NC_026754.1","10",761456,763234,"+",23888045,"-","CNAG_04656","XP_012052122.1",469,"arginine-tRNA-protein transferase, variant","10","assembled-molecule","10","Chromosome","CP003829.1","=","Primary Assembly",1059964,"na","10","Supercontig_3.10"
"NC_026754.1","10",765366,768051,"+",23888044,"rab family, other","CNAG_04655","XP_012052011.1",862,"rab family protein","10","assembled-molecule","10","Chromosome","CP003829.1","=","Primary Assembly",1059964,"na","10","Supercontig_3.10"
"NC_026754.1","10",768783,770007,"+",23888043,"-","CNAG_04654","XP_012052012.1",287,"UNC-50 family protein","10","assembled-molecule","10","Chromosome","CP003829.1","=","Primary Assembly",1059964,"na","10","Supercontig_3.10"
"NC_026754.1","10",770424,771411,"+",23888042,"-","CNAG_04653","XP_012052013.1",310,"hypothetical protein CNAG_04653","10","assembled-molecule","10","Chromosome","CP003829.1","=","Primary Assembly",1059964,"na","10","Supercontig_3.10"
"NC_026754.1","10",772166,773594,"+",23888041,"-","CNAG_04652","XP_012052121.1",360,"enoyl reductase","10","assembled-molecule","10","Chromosome","CP003829.1","=","Primary Assembly",1059964,"na","10","Supercontig_3.10"
